Ground-China-Tanks,9151
Ground-USA-Tanks,8850
Ground-Saudi Arabia-Tanks,600
Ground-Russia-Tanks,15398
Ground-UK-Tanks,227
Ground-China-Helicopters,579
Ground-USA-Helicopters,1830
Ground-Saudi Arabia-Helicopters,85
Ground-Russia-Helicopters,677
Ground-UK-Helicopters,285
